i,j,x,y,old,new
791,949,-1.7490718,2.4660668,5,3
791,1431,-2.6014752,2.9162846,5,3
791,1433,-2.6050122,2.9181526,4,5
791,1918,-3.4627213,3.3711724,4,5
791,1932,-3.48748,3.3842492,3,5
792,447,-0.86138827,1.9991648,3,5
792,449,-0.8649252,2.0010328,5,4
792,450,-0.8666936,2.001967,5,4
792,451,-0.86846215,2.002901,5,4
792,452,-0.8702306,2.0038352,5,4
792,453,-0.8719991,2.0047693,5,4
792,454,-0.87376755,2.0057032,5,4
792,455,-0.875536,2.0066373,5,4
792,456,-0.8773045,2.0075715,5,4
792,457,-0.87907296,2.0085053,5,4
792,458,-0.88084143,2.0094395,5,4
792,459,-0.8826099,2.0103736,5,4
792,460,-0.8843784,2.0113077,5,4
792,461,-0.88614684,2.0122416,5,4
792,462,-0.8879153,2.0131757,5,4
792,463,-0.8896838,2.0141098,5,4
792,931,-1.7173287,2.4512506,5,4
792,948,-1.7473927,2.4671297,5,3
792,949,-1.7491612,2.4680638,5,3
792,1430,-2.5997963,2.9173474,5,3
792,1432,-2.6033332,2.9192157,4,5
792,1917,-3.4610422,3.3722353,4,5
792,1918,-3.4628108,3.3731694,4,5
792,1932,-3.4875693,3.3862462,3,5
793,446,-0.85970926,2.000228,3,5
793,447,-0.86147773,2.001162,3,5
793,448,-0.8632462,2.002096,5,4
793,449,-0.8650147,2.00303,5,4
793,450,-0.8667831,2.0039642,5,4
793,451,-0.8685516,2.004898,5,4
793,452,-0.8703201,2.0058322,5,4
793,453,-0.87208855,2.0067663,5,4
793,454,-0.873857,2.0077004,5,4
793,455,-0.8756255,2.0086343,5,4
793,456,-0.87739396,2.0095685,5,4
793,457,-0.87916243,2.0105026,5,4
793,458,-0.8809309,2.0114367,5,4
793,459,-0.8826994,2.0123706,5,4
793,460,-0.88446784,2.0133047,5,4
793,461,-0.8862363,2.0142388,5,4
793,462,-0.8880048,2.015173,5,4
793,463,-0.88977325,2.0161068,5,4
793,464,-0.8915417,2.017041,5,4
793,930,-1.7156498,2.4523137,5,4
793,948,-1.7474822,2.4691267,5,3
793,1430,-2.599886,2.9193444,5,3
793,1432,-2.6034229,2.9212127,4,5
793,1917,-3.4611318,3.3742323,4,5
793,1918,-3.4629004,3.3751667,4,5
793,1931,-3.4858904,3.3873093,3,5
794,446,-0.8597988,2.002225,3,5
794,448,-0.8633357,2.004093,5,4
794,449,-0.8651042,2.005027,5,4
794,450,-0.8668726,2.0059612,5,4
794,451,-0.86864114,2.006895,5,4
794,452,-0.8704096,2.0078292,5,4
794,453,-0.8721781,2.0087633,5,4
794,454,-0.87394655,2.0096974,5,4
794,455,-0.875715,2.0106313,5,4
794,456,-0.8774835,2.0115654,5,4
794,457,-0.87925196,2.0124996,5,4
794,458,-0.8810204,2.0134337,5,4
794,459,-0.8827889,2.0143676,5,4
794,460,-0.88455737,2.0153017,5,4
794,461,-0.88632584,2.0162358,5,4
794,462,-0.8880943,2.01717,5,4
794,463,-0.8898628,2.0181038,5,4
794,464,-0.89163125,2.019038,5,4
794,465,-0.8933998,2.019972,5,4
794,466,-0.8951682,2.0209062,5,4
794,930,-1.7157394,2.4543107,5,4
794,947,-1.7458034,2.4701898,5,3
794,948,-1.7475717,2.4711237,5,3
794,1429,-2.5982068,2.9204073,5,3
794,1431,-2.6017437,2.9222755,4,5
794,1916,-3.4594529,3.3752954,4,5
794,1917,-3.4612212,3.3762293,4,5
794,1931,-3.4859798,3.3893063,3,5
795,445,-0.8581197,2.0032878,3,5
795,446,-0.85988826,2.004222,3,5
795,447,-0.8616567,2.005156,5,4
795,448,-0.8634252,2.00609,5,4
795,449,-0.86519367,2.007024,5,4
795,450,-0.8669621,2.0079582,5,4
795,451,-0.8687306,2.008892,5,4
795,452,-0.8704991,2.0098262,5,4
795,453,-0.87226754,2.0107603,5,4
795,454,-0.874036,2.0116944,5,4
795,455,-0.8758045,2.0126283,5,4
795,456,-0.87757295,2.0135624,5,4
795,457,-0.8793414,2.0144966,5,4
795,458,-0.8811099,2.0154307,5,4
795,459,-0.88287836,2.0163646,5,4
795,460,-0.88464683,2.0172987,5,4
795,461,-0.8864153,2.0182328,5,4
795,462,-0.8881838,2.019167,5,4
795,463,-0.88995224,2.0201008,5,4
795,464,-0.8917207,2.021035,5,4
795,465,-0.89348924,2.021969,5,4
795,466,-0.89525765,2.0229032,5,4
795,467,-0.8970261,2.023837,5,4
795,929,-1.7140603,2.4553738,5,4
795,947,-1.7458929,2.4721868,5,3
795,1429,-2.5982962,2.9224043,5,3
795,1431,-2.601833,2.9242725,4,5
795,1916,-3.4595423,3.3772924,4,5
795,1917,-3.4613106,3.3782263,4,5
795,1930,-3.4843009,3.3903694,3,5
796,445,-0.85820925,2.0052848,3,5
796,447,-0.86174625,2.007153,5,4
796,448,-0.8635147,2.008087,5,4
796,449,-0.8652832,2.009021,5,4
796,450,-0.8670516,2.0099552,5,4
796,451,-0.86882013,2.010889,5,4
796,452,-0.8705886,2.0118232,5,4
796,453,-0.8723571,2.0127573,5,4
796,454,-0.87412554,2.0136914,5,4
796,455,-0.875894,2.0146253,5,4
796,456,-0.8776625,2.0155594,5,4
796,457,-0.87943095,2.0164936,5,4
796,458,-0.8811994,2.0174277,5,4
796,459,-0.8829679,2.0183616,5,4
796,460,-0.88473636,2.0192957,5,4
796,461,-0.8865048,2.0202298,5,4
796,462,-0.8882733,2.021164,5,4
796,463,-0.89004177,2.0220978,5,4
796,464,-0.89181024,2.023032,5,4
796,465,-0.89357877,2.023966,5,4
796,466,-0.8953472,2.0249002,5,4
796,467,-0.89711565,2.025834,5,4
796,468,-0.8988842,2.0267682,5,4
796,469,-0.9006526,2.0277023,5,4
796,928,-1.7123812,2.4564366,5,4
796,929,-1.7141497,2.4573708,5,4
796,946,-1.7442138,2.4732497,5,3
796,947,-1.7459823,2.4741838,5,3
796,1428,-2.5966172,2.9234672,5,3
796,1430,-2.6001544,2.9253354,4,5
796,1915,-3.4578633,3.3783555,4,5
796,1916,-3.459632,3.3792894,4,5
796,1930,-3.4843905,3.3923664,3,5
797,444,-0.8565303,2.0063477,3,5
797,445,-0.8582987,2.0072818,3,5
797,446,-0.86006725,2.008216,5,4
797,447,-0.8618357,2.00915,5,4
797,448,-0.8636042,2.010084,5,4
797,449,-0.86537266,2.011018,5,4
797,450,-0.86714107,2.0119522,5,4
797,451,-0.8689096,2.012886,5,4
797,452,-0.87067807,2.0138202,5,4
797,453,-0.87244654,2.0147543,5,4
797,454,-0.874215,2.0156884,5,4
797,455,-0.8759835,2.0166223,5,4
797,456,-0.87775195,2.0175564,5,4
797,457,-0.8795204,2.0184906,5,4
797,458,-0.8812889,2.0194247,5,4
797,459,-0.88305736,2.0203586,5,4
797,460,-0.8848258,2.0212927,5,4
797,461,-0.8865943,2.0222268,5,4
797,462,-0.88836277,2.023161,5,4
797,463,-0.89013124,2.0240948,5,4
797,464,-0.8918997,2.025029,5,4
797,465,-0.89366823,2.025963,5,4
797,466,-0.89543664,2.0268972,5,4
797,467,-0.8972051,2.027831,5,4
797,468,-0.89897364,2.0287652,5,4
797,469,-0.90074205,2.0296993,5,4
797,470,-0.9025106,2.0306334,5,4
797,928,-1.7124708,2.4584336,5,4
797,946,-1.7443033,2.4752467,5,3
797,1428,-2.5967066,2.9254642,5,3
797,1429,-2.5984752,2.9263983,4,5
797,1430,-2.6002438,2.9273324,4,5
797,1915,-3.4579527,3.3803525,4,5
797,1929,-3.4827116,3.3934293,3,5
798,444,-0.85661983,2.008345,3,5
798,446,-0.8601568,2.010213,5,4
798,447,-0.86192524,2.011147,5,4
798,448,-0.8636937,2.0120811,5,4
798,449,-0.8654622,2.0130153,5,4
798,450,-0.8672306,2.0139492,5,4
798,451,-0.8689991,2.0148833,5,4
798,452,-0.8707676,2.0158174,5,4
798,453,-0.87253606,2.0167513,5,4
798,454,-0.87430453,2.0176854,5,4
798,455,-0.876073,2.0186195,5,4
798,456,-0.8778415,2.0195537,5,4
798,457,-0.87960994,2.0204875,5,4
798,458,-0.8813784,2.0214217,5,4
798,459,-0.8831469,2.0223558,5,4
798,460,-0.88491535,2.02329,5,4
798,461,-0.8866838,2.0242238,5,4
798,462,-0.8884523,2.025158,5,4
798,463,-0.89022076,2.026092,5,4
798,464,-0.89198923,2.0270262,5,4
798,465,-0.89375776,2.02796,5,4
798,466,-0.8955262,2.0288942,5,4
798,467,-0.89729464,2.0298283,5,4
798,468,-0.89906317,2.0307624,5,4
798,469,-0.9008316,2.0316963,5,4
798,470,-0.9026001,2.0326304,5,4
798,471,-0.9043686,2.0335646,5,4
798,472,-0.906137,2.0344987,5,4
798,927,-1.7107918,2.4594965,5,4
798,928,-1.7125603,2.4604306,5,4
798,945,-1.7426243,2.4763098,5,3
798,946,-1.7443929,2.477244,5,3
798,1427,-2.5950277,2.9265275,5,3
798,1429,-2.5985646,2.9283955,4,5
798,1914,-3.4562736,3.3814154,4,5
798,1929,-3.482801,3.3954263,3,5
799,443,-0.8549408,2.0094078,3,5
799,444,-0.8567093,2.010342,3,5
799,445,-0.8584777,2.011276,5,4
799,446,-0.86024624,2.01221,5,4
799,447,-0.8620147,2.013144,5,4
799,448,-0.8637832,2.0140781,5,4
799,449,-0.86555165,2.0150123,5,4
799,450,-0.86732006,2.0159461,5,4
799,451,-0.8690886,2.0168803,5,4
799,452,-0.87085706,2.0178144,5,4
799,453,-0.8726255,2.0187483,5,4
799,454,-0.874394,2.0196824,5,4
799,455,-0.87616247,2.0206165,5,4
799,456,-0.87793094,2.0215507,5,4
799,457,-0.8796994,2.0224845,5,4
799,458,-0.8814679,2.0234187,5,4
799,459,-0.88323635,2.0243528,5,4
799,460,-0.8850048,2.025287,5,4
799,461,-0.8867733,2.0262208,5,4
799,462,-0.88854176,2.027155,5,4
799,463,-0.8903102,2.028089,5,4
799,464,-0.8920787,2.0290232,5,4
799,465,-0.8938472,2.029957,5,4
799,466,-0.89561564,2.0308912,5,4
799,467,-0.8973841,2.0318253,5,4
799,468,-0.89915264,2.0327594,5,4
799,469,-0.90092105,2.0336933,5,4
799,470,-0.9026896,2.0346274,5,4
799,471,-0.90445805,2.0355616,5,4
799,472,-0.90622646,2.0364957,5,4
799,473,-0.907995,2.0374296,5,4
799,927,-1.7108814,2.4614935,5,4
799,945,-1.7427138,2.4783068,5,3
799,1428,-2.5968857,2.9294584,4,5
799,1429,-2.5986543,2.9303925,4,5
799,1914,-3.4563632,3.3834124,4,5
799,1928,-3.4811218,3.3964891,3,5
800,443,-0.8550303,2.0114048,3,5
800,447,-0.86210424,2.015141,5,4
800,448,-0.8638727,2.0160751,5,4
800,449,-0.8656412,2.0170093,5,4
800,450,-0.8674096,2.0179431,5,4
800,451,-0.8691781,2.0188773,5,4
800,452,-0.8709466,2.0198114,5,4
800,453,-0.87271506,2.0207453,5,4
800,454,-0.8744835,2.0216794,5,4
800,455,-0.876252,2.0226135,5,4
800,456,-0.87802047,2.0235476,5,4
800,457,-0.87978894,2.0244815,5,4
800,458,-0.8815574,2.0254157,5,4
800,459,-0.8833259,2.0263498,5,4
800,460,-0.88509434,2.027284,5,4
800,461,-0.8868628,2.0282178,5,4
800,462,-0.8886313,2.029152,5,4
800,463,-0.89039975,2.030086,5,4
800,464,-0.8921682,2.0310202,5,4
800,465,-0.89393675,2.031954,5,4
800,466,-0.89570516,2.0328882,5,4
800,467,-0.89747363,2.0338223,5,4
800,468,-0.89924216,2.0347564,5,4
800,469,-0.9010106,2.0356903,5,4
800,470,-0.9027791,2.0366244,5,4
800,471,-0.9045476,2.0375586,5,4
800,472,-0.906316,2.0384927,5,4
800,473,-0.9080845,2.0394266,5,4
800,474,-0.9098529,2.0403607,5,4
800,475,-0.91162145,2.0412948,5,4
800,926,-1.7092023,2.4625566,5,4
800,944,-1.7410347,2.4793696,5,3
800,945,-1.7428032,2.4803038,5,3
800,1426,-2.5934384,2.9295874,5,3
800,1428,-2.596975,2.9314554,4,5
800,1429,-2.5987437,2.9323895,4,5
800,1430,-2.6005123,2.9333234,4,5
800,1913,-3.4546843,3.3844752,4,5
801,442,-0.8533513,2.0124676,3,5
801,443,-0.85511976,2.0134017,3,5
801,448,-0.8639622,2.0180721,5,4
801,449,-0.86573064,2.0190063,5,4
801,450,-0.86749905,2.0199401,5,4
801,451,-0.8692676,2.0208743,5,4
801,452,-0.87103605,2.0218084,5,4
801,453,-0.8728045,2.0227423,5,4
801,454,-0.874573,2.0236764,5,4
801,455,-0.87634146,2.0246105,5,4
801,456,-0.87810993,2.0255446,5,4
801,457,-0.8798784,2.0264785,5,4
801,458,-0.8816469,2.0274127,5,4
801,459,-0.88341534,2.0283468,5,4
801,460,-0.8851838,2.029281,5,4
801,461,-0.8869523,2.0302148,5,4
801,462,-0.88872075,2.031149,5,4
801,463,-0.8904892,2.032083,5,4
801,464,-0.8922577,2.0330172,5,4
801,465,-0.8940262,2.033951,5,4
801,466,-0.89579463,2.0348852,5,4
801,467,-0.8975631,2.0358193,5,4
801,468,-0.8993316,2.0367534,5,4
801,469,-0.90110004,2.0376873,5,4
801,470,-0.90286857,2.0386214,5,4
801,471,-0.90463704,2.0395555,5,4
801,472,-0.90640545,2.0404897,5,4
801,473,-0.908174,2.0414236,5,4
801,474,-0.9099424,2.0423577,5,4
801,475,-0.9117109,2.0432918,5,4
801,476,-0.9134794,2.0442257,5,4
801,944,-1.7411243,2.4813666,5,3
801,1429,-2.5988333,2.9343865,4,5
801,1430,-2.600602,2.9353204,4,5
801,1431,-2.6023703,2.9362545,4,5
801,1432,-2.6041389,2.9371886,4,5
801,1927,-3.4795325,3.3995492,3,5
802,442,-0.8534408,2.0144649,3,5
802,450,-0.8675886,2.0219374,5,4
802,451,-0.8693571,2.0228715,5,4
802,452,-0.8711256,2.0238054,5,4
802,453,-0.87289405,2.0247395,5,4
802,454,-0.8746625,2.0256736,5,4
802,455,-0.876431,2.0266075,5,4
802,456,-0.87819946,2.0275416,5,4
802,457,-0.8799679,2.0284758,5,4
802,458,-0.8817364,2.02941,5,4
802,459,-0.88350487,2.0303438,5,4
802,460,-0.88527334,2.031278,5,4
802,461,-0.8870418,2.032212,5,4
802,462,-0.8888103,2.0331461,5,4
802,463,-0.89057875,2.03408,5,4
802,464,-0.8923472,2.0350142,5,4
802,465,-0.89411575,2.0359483,5,4
802,466,-0.89588416,2.0368824,5,4
802,467,-0.8976526,2.0378163,5,4
802,468,-0.89942116,2.0387504,5,4
802,469,-0.90118957,2.0396845,5,4
802,470,-0.9029581,2.0406187,5,4
802,471,-0.90472656,2.0415525,5,4
802,472,-0.906495,2.0424867,5,4
802,473,-0.9082635,2.0434208,5,4
802,474,-0.9100319,2.044355,5,4
802,475,-0.91180044,2.0452888,5,4
802,476,-0.9135689,2.046223,5,4
802,477,-0.9153374,2.047157,5,4
802,478,-0.91710585,2.048091,5,4
802,925,-1.7076129,2.4656167,5,4
802,943,-1.7394454,2.4824297,5,3
802,944,-1.7412138,2.4833636,5,3
802,1425,-2.5918489,2.9326472,5,3
802,1430,-2.6006913,2.9373176,4,5
802,1431,-2.6024597,2.9382517,4,5
802,1432,-2.6042283,2.9391859,4,5
802,1433,-2.6059966,2.9401197,4,5
802,1912,-3.4530947,3.3875353,4,5
803,441,-0.8517619,2.0155277,3,5
803,442,-0.8535303,2.0164616,3,5
803,451,-0.8694466,2.0248682,5,4
803,452,-0.87121505,2.0258024,5,4
803,453,-0.8729835,2.0267363,5,4
803,454,-0.874752,2.0276704,5,4
803,455,-0.87652045,2.0286045,5,4
803,456,-0.8782889,2.0295386,5,4
803,457,-0.8800574,2.0304725,5,4
803,458,-0.88182586,2.0314066,5,4
803,459,-0.88359433,2.0323408,5,4
803,460,-0.8853628,2.033275,5,4
803,461,-0.8871313,2.0342088,5,4
803,462,-0.88889974,2.035143,5,4
803,463,-0.8906682,2.036077,5,4
803,464,-0.8924367,2.0370111,5,4
803,465,-0.8942052,2.037945,5,4
803,466,-0.8959736,2.0388792,5,4
803,467,-0.8977421,2.0398133,5,4
803,468,-0.8995106,2.0407474,5,4
803,469,-0.90127903,2.0416813,5,4
803,470,-0.90304756,2.0426154,5,4
803,471,-0.90481603,2.0435495,5,4
803,472,-0.90658444,2.0444837,5,4
803,473,-0.908353,2.0454175,5,4
803,474,-0.9101214,2.0463517,5,4
803,475,-0.9118899,2.0472858,5,4
803,476,-0.9136584,2.0482197,5,4
803,477,-0.91542685,2.0491538,5,4
803,478,-0.9171953,2.050088,5,4
803,479,-0.9189638,2.051022,5,4
803,924,-1.7059339,2.4666793,5,4
803,943,-1.739535,2.4844265,5,3
803,1432,-2.6043177,2.9411826,4,5
803,1433,-2.606086,2.9421167,4,5
803,1434,-2.6078546,2.9430509,4,5
803,1435,-2.609623,2.943985,4,5
803,1926,-3.4779427,3.402609,3,5
804,441,-0.8518514,2.0175247,3,5
804,453,-0.87307304,2.0287335,5,4
804,454,-0.8748415,2.0296676,5,4
804,455,-0.87661,2.0306015,5,4
804,456,-0.87837845,2.0315356,5,4
804,457,-0.8801469,2.0324697,5,4
804,458,-0.8819154,2.0334039,5,4
804,459,-0.88368386,2.0343378,5,4
804,460,-0.88545233,2.035272,5,4
804,461,-0.8872208,2.036206,5,4
804,462,-0.88898927,2.0371401,5,4
804,463,-0.89075774,2.038074,5,4
804,464,-0.8925262,2.0390081,5,4
804,465,-0.89429474,2.0399423,5,4
804,466,-0.89606315,2.0408764,5,4
804,467,-0.8978316,2.0418103,5,4
804,468,-0.89960015,2.0427444,5,4
804,469,-0.90136856,2.0436785,5,4
804,470,-0.9031371,2.0446126,5,4
804,471,-0.90490556,2.0455465,5,4
804,472,-0.90667397,2.0464807,5,4
804,473,-0.9084425,2.0474148,5,4
804,474,-0.9102109,2.048349,5,4
804,475,-0.91197944,2.0492828,5,4
804,476,-0.9137479,2.050217,5,4
804,477,-0.9155164,2.051151,5,4
804,478,-0.91728485,2.052085,5,4
804,479,-0.9190533,2.053019,5,4
804,480,-0.9208218,2.0539532,5,4
804,481,-0.92259026,2.0548873,5,4
804,942,-1.7378559,2.4854896,5,3
804,943,-1.7396244,2.4864237,5,3
804,1424,-2.5902596,2.9357073,5,3
804,1433,-2.6061757,2.9441137,4,5
804,1434,-2.6079443,2.9450479,4,5
804,1435,-2.6097126,2.945982,4,5
804,1436,-2.6114812,2.946916,4,5
805,440,-0.85017234,2.0185878,3,5
805,441,-0.8519409,2.019522,3,5
805,454,-0.874931,2.0316646,5,4
805,455,-0.87669945,2.0325987,5,4
805,456,-0.8784679,2.0335329,5,4
805,457,-0.8802364,2.0344667,5,4
805,458,-0.88200486,2.0354009,5,4
805,459,-0.8837733,2.036335,5,4
805,460,-0.8855418,2.037269,5,4
805,461,-0.88731027,2.038203,5,4
805,462,-0.88907874,2.0391371,5,4
805,463,-0.8908472,2.0400712,5,4
805,464,-0.8926157,2.0410054,5,4
805,465,-0.8943842,2.0419393,5,4
805,466,-0.8961526,2.0428734,5,4
805,467,-0.8979211,2.0438075,5,4
805,468,-0.8996896,2.0447416,5,4
805,469,-0.901458,2.0456755,5,4
805,470,-0.90322655,2.0466096,5,4
805,471,-0.904995,2.0475438,5,4
805,472,-0.90676343,2.0484776,5,4
805,473,-0.90853196,2.0494118,5,4
805,474,-0.9103004,2.050346,5,4
805,475,-0.9120689,2.05128,5,4
805,476,-0.9138374,2.0522141,5,4
805,477,-0.91560584,2.053148,5,4
805,478,-0.9173743,2.0540822,5,4
805,479,-0.9191428,2.0550163,5,4
805,480,-0.92091125,2.0559502,5,4
805,481,-0.9226797,2.0568843,5,4
805,482,-0.9244482,2.0578184,5,4
805,923,-1.7043445,2.4697397,5,4
805,942,-1.7379454,2.4874868,5,3
805,1435,-2.609802,2.947979,4,5
805,1436,-2.6115706,2.948913,4,5
805,1437,-2.6133392,2.9498472,4,5
805,1438,-2.6151075,2.9507813,4,5
805,1925,-3.4763534,3.4056692,3,5
806,440,-0.85026187,2.0205846,3,5
806,456,-0.87855744,2.0355296,5,4
806,457,-0.8803259,2.0364637,5,4
806,458,-0.8820944,2.0373979,5,4
806,459,-0.88386285,2.0383317,5,4
806,460,-0.8856313,2.0392659,5,4
806,461,-0.8873998,2.0402,5,4
806,462,-0.88916826,2.041134,5,4
806,463,-0.89093673,2.042068,5,4
806,464,-0.8927052,2.0430021,5,4
806,465,-0.89447373,2.0439363,5,4
806,466,-0.89624214,2.0448704,5,4
806,467,-0.8980106,2.0458043,5,4
806,468,-0.89977914,2.0467384,5,4
806,469,-0.90154755,2.0476725,5,4
806,470,-0.9033161,2.0486066,5,4
806,471,-0.90508455,2.0495405,5,4
806,472,-0.90685296,2.0504746,5,4
806,473,-0.9086215,2.0514088,5,4
806,474,-0.9103899,2.052343,5,4
806,475,-0.9121584,2.0532768,5,4
806,476,-0.9139269,2.054211,5,4
806,477,-0.91569537,2.055145,5,4
806,478,-0.91746384,2.056079,5,4
806,479,-0.9192323,2.057013,5,4
806,480,-0.9210008,2.0579472,5,4
806,481,-0.92276925,2.0588813,5,4
806,482,-0.9245377,2.0598154,5,4
806,483,-0.9263062,2.0607493,5,4
806,922,-1.7026654,2.4708023,5,4
806,941,-1.7362664,2.4885495,5,3
806,942,-1.738035,2.4894836,5,3
806,1423,-2.5886698,2.9387674,5,3
806,1436,-2.61166,2.95091,4,5
806,1437,-2.6134286,2.9518442,4,5
806,1438,-2.615197,2.952778,4,5
806,1439,-2.6169653,2.9537122,4,5
807,439,-0.84858286,2.0216477,3,5
807,440,-0.85035133,2.0225818,3,5
807,457,-0.8804154,2.0384607,5,4
807,458,-0.88218385,2.0393949,5,4
807,459,-0.8839523,2.040329,5,4
807,460,-0.8857208,2.041263,5,4
807,461,-0.88748926,2.042197,5,4
807,462,-0.8892577,2.043131,5,4
807,463,-0.8910262,2.0440652,5,4
807,464,-0.89279467,2.0449994,5,4
807,465,-0.8945632,2.0459332,5,4
807,466,-0.8963316,2.0468674,5,4
807,467,-0.8981001,2.0478015,5,4
807,468,-0.8998686,2.0487356,5,4
807,469,-0.901637,2.0496695,5,4
807,470,-0.90340555,2.0506036,5,4
807,471,-0.905174,2.0515378,5,4
807,472,-0.9069424,2.0524716,5,4
807,473,-0.90871096,2.0534058,5,4
807,474,-0.91047937,2.05434,5,4
807,475,-0.9122479,2.055274,5,4
807,476,-0.91401637,2.0562081,5,4
807,477,-0.91578484,2.057142,5,4
807,478,-0.9175533,2.0580761,5,4
807,479,-0.9193218,2.0590103,5,4
807,480,-0.92109025,2.0599442,5,4
807,481,-0.9228587,2.0608783,5,4
807,482,-0.9246272,2.0618124,5,4
807,483,-0.92639565,2.0627465,5,4
807,484,-0.9281641,2.0636804,5,4
807,485,-0.9299326,2.0646145,5,4
807,921,-1.7009865,2.4718654,5,4
807,941,-1.7363559,2.4905467,5,3
807,1438,-2.6152866,2.9547753,4,5
807,1439,-2.617055,2.9557095,4,5
807,1440,-2.6188235,2.9566436,4,5
807,1441,-2.6205919,2.9575775,4,5
807,1924,-3.474764,3.408729,3,5
808,439,-0.8486724,2.0236447,3,5
808,459,-0.88404185,2.0423257,5,4
808,460,-0.8858103,2.0432599,5,4
808,461,-0.8875788,2.044194,5,4
808,462,-0.88934726,2.045128,5,4
808,463,-0.8911157,2.046062,5,4
808,464,-0.8928842,2.046996,5,4
808,465,-0.8946527,2.0479302,5,4
808,466,-0.89642113,2.0488644,5,4
808,467,-0.8981896,2.0497983,5,4
808,468,-0.89995813,2.0507324,5,4
808,469,-0.90172654,2.0516665,5,4
808,470,-0.9034951,2.0526006,5,4
808,471,-0.90526354,2.0535345,5,4
808,472,-0.90703195,2.0544686,5,4
808,473,-0.9088005,2.0554028,5,4
808,474,-0.9105689,2.0563369,5,4
808,475,-0.9123374,2.0572708,5,4
808,476,-0.9141059,2.058205,5,4
808,477,-0.91587436,2.059139,5,4
808,478,-0.91764283,2.060073,5,4
808,479,-0.9194113,2.061007,5,4
808,480,-0.9211798,2.0619411,5,4
808,481,-0.92294824,2.0628753,5,4
808,482,-0.9247167,2.0638094,5,4
808,483,-0.9264852,2.0647433,5,4
808,484,-0.92825365,2.0656774,5,4
808,485,-0.9300221,2.0666115,5,4
808,486,-0.9317906,2.0675454,5,4
808,940,-1.734677,2.4916096,5,3
808,941,-1.7364453,2.4925435,5,3
808,1422,-2.5870802,2.941827,5,3
808,1439,-2.6171443,2.9577062,4,5
808,1440,-2.618913,2.9586403,4,5
808,1441,-2.6206813,2.9595742,4,5
808,1442,-2.6224499,2.9605083,4,5
809,438,-0.8469934,2.0247076,3,5
809,439,-0.84876186,2.0256417,3,5
809,460,-0.8858998,2.045257,5,4
809,461,-0.88766825,2.046191,5,4
809,462,-0.8894367,2.047125,5,4
809,463,-0.8912052,2.0480592,5,4
809,464,-0.89297366,2.0489933,5,4
809,465,-0.8947422,2.0499272,5,4
809,466,-0.8965106,2.0508614,5,4
809,467,-0.8982791,2.0517955,5,4
809,468,-0.9000476,2.0527296,5,4
809,469,-0.901816,2.0536635,5,4
809,470,-0.90358454,2.0545976,5,4
809,471,-0.905353,2.0555317,5,4
809,472,-0.9071214,2.0564656,5,4
809,473,-0.90888995,2.0573997,5,4
809,474,-0.91065836,2.0583339,5,4
809,475,-0.9124269,2.059268,5,4
809,476,-0.91419536,2.0602021,5,4
809,477,-0.9159638,2.061136,5,4
809,478,-0.9177323,2.0620701,5,4
809,479,-0.91950077,2.0630043,5,4
809,480,-0.92126924,2.0639381,5,4
809,481,-0.9230377,2.0648723,5,4
809,482,-0.9248062,2.0658064,5,4
809,483,-0.92657465,2.0667405,5,4
809,484,-0.9283431,2.0676744,5,4
809,485,-0.9301116,2.0686085,5,4
809,920,-1.699397,2.4749253,5,4
809,940,-1.7347665,2.4936066,5,3
809,1441,-2.620771,2.9615715,4,5
809,1442,-2.6225395,2.9625053,4,5
809,1443,-2.624308,2.9634395,4,5
809,1444,-2.6260765,2.9643736,4,5
809,1907,-3.444879,3.3968441,4,5
809,1923,-3.4731746,3.411789,3,5
810,438,-0.8470829,2.0267045,3,5
810,462,-0.88952625,2.049122,5,4
810,463,-0.8912947,2.0500562,5,4
810,464,-0.8930632,2.0509903,5,4
810,465,-0.8948317,2.0519242,5,4
810,466,-0.8966001,2.0528584,5,4
810,467,-0.8983686,2.0537925,5,4
810,468,-0.9001371,2.0547266,5,4
810,469,-0.90190554,2.0556605,5,4
810,470,-0.90367407,2.0565946,5,4
810,471,-0.90544254,2.0575287,5,4
810,472,-0.90721095,2.0584626,5,4
810,473,-0.9089795,2.0593967,5,4
810,474,-0.9107479,2.0603309,5,4
810,475,-0.9125164,2.061265,5,4
810,476,-0.9142849,2.062199,5,4
810,477,-0.91605335,2.063133,5,4
810,478,-0.9178218,2.0640671,5,4
810,479,-0.9195903,2.0650012,5,4
810,480,-0.92135876,2.0659351,5,4
810,481,-0.92312723,2.0668693,5,4
810,482,-0.9248957,2.0678034,5,4
810,483,-0.9266642,2.0687375,5,4
810,919,-1.697718,2.4759884,5,4
810,939,-1.7330875,2.4946694,5,3
810,940,-1.734856,2.4956036,5,3
810,1421,-2.585491,2.9448872,5,3
810,1442,-2.622629,2.9645023,4,5
810,1443,-2.6243975,2.9654365,4,5
810,1444,-2.6261659,2.9663706,4,5
