i,j,x,y,old,new
1690,942,-1.8171498,4.2548485,5,2
1690,943,-1.8189182,4.2557826,5,2
1690,944,-1.8206866,4.2567167,5,2
1690,945,-1.822455,4.257651,5,2
1690,946,-1.8242236,4.258585,5,2
1690,947,-1.8259921,4.259519,5,2
1690,948,-1.8277605,4.260453,5,2
1690,949,-1.829529,4.261387,5,2
1690,950,-1.8312975,4.262321,5,2
1690,951,-1.8330659,4.263255,5,2
1690,952,-1.8348345,4.2641892,5,2
1690,953,-1.8366029,4.2651234,5,2
1690,1007,-1.9321004,4.3155627,5,2
1690,1008,-1.9338688,4.316497,5,2
1690,1009,-1.9356372,4.3174305,5,2
1690,1010,-1.9374058,4.3183646,5,2
1690,1011,-1.9391742,4.3192987,5,2
1690,1012,-1.9409426,4.320233,5,2
1690,1013,-1.9427112,4.321167,5,2
1690,1864,-3.447681,5.1160536,4,5
1690,1915,-3.537873,5.1636906,5,2
1690,1916,-3.5396416,5.1646247,5,2
1691,33,-0.20969805,3.4077835,5,2
1691,941,-1.8154707,4.2559114,5,2
1691,942,-1.8172393,4.2568455,5,2
1691,943,-1.8190078,4.2577796,5,2
1691,944,-1.8207761,4.2587137,5,2
1691,945,-1.8225446,4.259648,5,2
1691,946,-1.8243132,4.260582,5,2
1691,947,-1.8260816,4.261516,5,2
1691,948,-1.82785,4.26245,5,2
1691,949,-1.8296186,4.263384,5,2
1691,950,-1.831387,4.264318,5,2
1691,951,-1.8331554,4.265252,5,2
1691,952,-1.834924,4.266186,5,2
1691,953,-1.8366925,4.2671204,5,2
1691,954,-1.8384609,4.2680545,5,2
1691,955,-1.8402294,4.2689886,5,2
1691,1002,-1.9233475,4.312889,5,2
1691,1003,-1.925116,4.313823,5,2
1691,1004,-1.9268845,4.3147573,5,2
1691,1005,-1.9286529,4.3156915,5,2
1691,1006,-1.9304214,4.3166256,5,2
1691,1007,-1.93219,4.3175597,5,2
1691,1008,-1.9339583,4.318494,5,2
1691,1009,-1.9357268,4.3194275,5,2
1691,1918,-3.5432682,5.16849,5,2
1692,31,-0.20625061,3.4079125,5,2
1692,876,-1.7006096,4.1971946,5,4
1692,943,-1.8190973,4.2597766,5,2
1692,944,-1.8208656,4.2607107,5,2
1692,945,-1.8226341,4.261645,5,2
1692,946,-1.8244027,4.262579,5,2
1692,947,-1.8261712,4.263513,5,2
1692,948,-1.8279395,4.264447,5,2
1692,949,-1.8297081,4.265381,5,2
1692,950,-1.8314766,4.266315,5,2
1692,951,-1.8332449,4.267249,5,2
1692,952,-1.8350135,4.268183,5,2
1692,953,-1.836782,4.2691174,5,2
1692,954,-1.8385504,4.2700515,5,2
1692,955,-1.8403189,4.2709856,5,2
1692,956,-1.8420874,4.2719193,5,2
1692,957,-1.8438559,4.2728534,5,2
1692,997,-1.9145947,4.310216,5,2
1692,998,-1.916363,4.31115,5,2
1692,999,-1.9181316,4.312084,5,2
1692,1000,-1.9199001,4.3130183,5,2
1692,1001,-1.9216684,4.313952,5,2
1692,1002,-1.923437,4.314886,5,2
1692,1003,-1.9252055,4.31582,5,2
1692,1004,-1.926974,4.3167543,5,2
1692,1920,-3.5468943,5.1723547,5,2
1692,1921,-3.548663,5.173289,5,2
1693,27,-0.19926621,3.4061732,5,2
1693,875,-1.6989307,4.1982574,5,4
1693,946,-1.8244922,4.264576,5,2
1693,947,-1.8262607,4.26551,5,2
1693,948,-1.828029,4.266444,5,2
1693,949,-1.8297976,4.267378,5,2
1693,950,-1.8315661,4.268312,5,2
1693,951,-1.8333344,4.269246,5,2
1693,952,-1.835103,4.27018,5,2
1693,953,-1.8368715,4.2711143,5,2
1693,954,-1.83864,4.2720485,5,2
1693,955,-1.8404084,4.2729826,5,2
1693,956,-1.8421769,4.2739162,5,2
1693,957,-1.8439454,4.2748504,5,2
1693,958,-1.8457139,4.2757845,5,2
1693,959,-1.8474823,4.2767186,5,2
1693,991,-1.9040734,4.3066087,5,2
1693,992,-1.9058417,4.307543,5,2
1693,993,-1.9076103,4.308477,5,2
1693,994,-1.9093788,4.3094106,5,2
1693,995,-1.9111471,4.3103447,5,2
1693,996,-1.9129157,4.311279,5,2
1693,997,-1.9146842,4.312213,5,2
1693,998,-1.9164525,4.313147,5,2
1693,1862,-3.4444125,5.1201763,4,5
1693,1922,-3.550521,5.17622,5,2
1693,1923,-3.5522892,5.177154,5,2
1694,22,-0.19051334,3.4035,5,2
1694,872,-1.6937147,4.1974525,1,4
1694,873,-1.6954831,4.1983867,1,4
1694,874,-1.6972516,4.199321,1,4
1694,875,-1.6990201,4.200255,1,5
1694,876,-1.7007885,4.2011886,1,5
1694,877,-1.702557,4.2021227,1,5
1694,878,-1.7043254,4.203057,1,5
1694,879,-1.7060939,4.203991,1,5
1694,880,-1.7078624,4.204925,1,5
1694,881,-1.7096308,4.205859,1,5
1694,882,-1.7113994,4.2067933,1,5
1694,883,-1.7131678,4.2077274,1,5
1694,884,-1.7149363,4.208661,1,5
1694,885,-1.7167048,4.209595,1,5
1694,886,-1.7184732,4.2105293,1,5
1694,948,-1.8281184,4.268441,5,2
1694,949,-1.829887,4.2693753,5,2
1694,950,-1.8316555,4.2703094,5,2
1694,951,-1.8334239,4.2712436,5,2
1694,952,-1.8351924,4.2721777,5,2
1694,953,-1.8369609,4.2731113,5,2
1694,954,-1.8387294,4.2740455,5,2
1694,955,-1.8404979,4.2749796,5,2
1694,956,-1.8422663,4.2759137,5,2
1694,957,-1.8440348,4.276848,5,2
1694,958,-1.8458033,4.277782,5,2
1694,959,-1.8475717,4.278716,5,2
1694,960,-1.8493402,4.2796497,5,2
1694,961,-1.8511087,4.280584,5,2
1694,985,-1.893552,4.3030014,5,2
1694,986,-1.8953203,4.3039355,5,2
1694,987,-1.8970888,4.3048697,5,2
1694,988,-1.8988574,4.305804,5,2
1694,989,-1.9006257,4.306738,5,2
1694,990,-1.9023944,4.3076715,5,2
1694,991,-1.9041628,4.3086057,5,2
1694,1861,-3.4427335,5.1212397,4,5
1694,1924,-3.5541475,5.180085,5,2
1694,1925,-3.5559158,5.1810193,5,2
1695,18,-0.18352896,3.4017606,5,2
1695,892,-1.7291737,4.2181306,1,5
1695,893,-1.730942,4.2190647,1,5
1695,894,-1.7327106,4.219999,1,5
1695,895,-1.7344791,4.220933,1,5
1695,896,-1.7362475,4.2218666,1,5
1695,897,-1.7380159,4.2228007,1,5
1695,898,-1.7397845,4.223735,1,5
1695,899,-1.741553,4.224669,1,5
1695,900,-1.7433213,4.225603,1,5
1695,901,-1.7450899,4.226537,1,5
1695,902,-1.7468584,4.2274714,1,5
1695,903,-1.7486267,4.228405,1,5
1695,904,-1.7503953,4.229339,1,5
1695,905,-1.7521638,4.2302732,1,5
1695,906,-1.7539322,4.2312074,1,5
1695,951,-1.8335134,4.27324,5,2
1695,952,-1.835282,4.274174,5,2
1695,953,-1.8370504,4.2751083,5,2
1695,954,-1.8388189,4.2760425,5,2
1695,955,-1.8405874,4.2769766,5,2
1695,956,-1.8423558,4.27791,5,2
1695,957,-1.8441243,4.2788444,5,2
1695,958,-1.8458928,4.2797785,5,2
1695,959,-1.8476613,4.2807126,5,2
1695,960,-1.8494297,4.2816467,5,2
1695,961,-1.8511982,4.282581,5,2
1695,962,-1.8529667,4.283515,5,2
1695,963,-1.8547351,4.284449,5,2
1695,964,-1.8565036,4.285383,5,2
1695,974,-1.8741883,4.2947235,5,2
1695,975,-1.8759568,4.2956576,5,2
1695,976,-1.8777252,4.2965918,5,2
1695,977,-1.8794937,4.297526,5,2
1695,978,-1.8812622,4.29846,5,2
1695,979,-1.8830307,4.2993937,5,2
1695,980,-1.8847991,4.300328,5,2
1695,981,-1.8865677,4.301262,5,2
1695,982,-1.8883361,4.302196,5,2
1695,983,-1.8901045,4.30313,5,2
1695,1860,-3.4410546,5.122302,4,5
1695,1926,-3.5577736,5.1839504,5,2
1695,1927,-3.5595422,5.184884,5,2
1696,13,-0.17477609,3.3990874,5,2
1696,914,-1.7681695,4.240677,1,5
1696,915,-1.769938,4.241611,1,5
1696,916,-1.7717065,4.242545,1,5
1696,917,-1.7734749,4.243479,1,5
1696,918,-1.7752434,4.244413,1,5
1696,919,-1.7770119,4.245347,1,5
1696,920,-1.7787803,4.246281,1,5
1696,921,-1.7805488,4.2472153,1,5
1696,922,-1.7823173,4.2481494,1,5
1696,923,-1.7840859,4.2490835,1,5
1696,953,-1.83714,4.2771053,5,2
1696,954,-1.8389084,4.2780395,5,2
1696,955,-1.8406769,4.2789736,5,2
1696,956,-1.8424454,4.279907,5,2
1696,957,-1.8442138,4.2808414,5,2
1696,958,-1.8459823,4.2817755,5,2
1696,959,-1.8477508,4.2827096,5,2
1696,960,-1.8495193,4.2836437,5,2
1696,961,-1.8512877,4.284578,5,2
1696,962,-1.8530562,4.285512,5,2
1696,963,-1.8548247,4.286446,5,2
1696,964,-1.8565931,4.28738,5,2
1696,965,-1.8583616,4.288314,5,2
1696,966,-1.8601301,4.289248,5,2
1696,967,-1.8618985,4.290182,5,2
1696,968,-1.863667,4.291116,5,2
1696,969,-1.8654355,4.2920504,5,2
1696,970,-1.867204,4.2929845,5,2
1696,1929,-3.5631688,5.1887493,5,2
1697,1931,-3.566795,5.1926146,5,2
1697,1932,-3.5685637,5.1935487,5,2
1698,1021,-1.957575,4.344616,5,3
1698,1858,-3.437786,5.1264253,4,5
1698,1933,-3.5704215,5.19648,5,2
1698,1934,-3.5721898,5.197414,5,2
1699,1020,-1.9558959,4.3456783,5,3
1699,1857,-3.4361072,5.127488,4,5
1699,1935,-3.574048,5.200345,5,2
1699,1936,-3.5758166,5.201279,5,2
1699,1965,-3.6271021,5.228367,2,5
1700,1019,-1.9542171,4.3467417,5,3
1700,1937,-3.5776744,5.2042103,5,2
1700,1938,-3.579443,5.205144,5,2
1700,1955,-3.609507,5.221023,2,5
1700,1956,-3.6112754,5.221957,2,5
1700,1957,-3.6130438,5.2228913,2,5
1700,1958,-3.6148124,5.2238255,2,5
1701,1018,-1.9525379,4.3478045,5,3
1702,1017,-1.950859,4.3488674,5,3
1702,1911,-3.5318732,5.1839185,5,1
1703,1016,-1.9491801,4.3499303,5,3
1704,1015,-1.9475011,4.350993,5,3
1704,1912,-3.5338204,5.1888466,1,5
1705,1014,-1.9458221,4.3520565,5,3
1705,1912,-3.53391,5.1908436,1,5
1706,1013,-1.9441432,4.353119,5,3
1706,1912,-3.5339994,5.1928406,1,5
1707,927,-1.7921441,4.274787,5,1
1707,1012,-1.9424641,4.3541822,5,3
1708,1011,-1.9407852,4.355245,5,3
1709,1010,-1.9391063,4.356308,5,3
1710,1009,-1.9374272,4.357371,5,3
1711,1008,-1.9357482,4.358434,5,3
1712,1913,-3.536305,5.2057567,1,5
1713,1913,-3.5363946,5.2077537,1,5
1717,928,-1.7948076,4.295691,5,1
1718,928,-1.794897,4.2976885,5,1
1721,1914,-3.538879,5.2246637,1,5
1722,998,-1.9190478,4.371061,5,3
1722,1914,-3.5389683,5.226661,1,5
1723,997,-1.917369,4.3721237,5,3
1724,996,-1.9156901,4.3731866,5,3
1725,995,-1.914011,4.3742495,5,3
1726,994,-1.912332,4.3753123,5,3
1727,993,-1.9106531,4.3763757,5,3
1728,992,-1.908974,4.3774385,5,3
1729,991,-1.9072952,4.3785014,5,3
1733,988,-1.9023478,4.3836875,5,3
1734,987,-1.9006686,4.38475,5,3
1735,986,-1.8989897,4.385813,5,3
1736,985,-1.8973109,4.386876,5,3
1737,984,-1.895632,4.387939,5,3
1738,983,-1.8939528,4.389002,5,3
1738,1967,-3.6341295,5.308119,3,5
1739,982,-1.8922739,4.390065,5,3
1741,981,-1.8906846,4.393125,5,3
1742,980,-1.8890054,4.394188,5,3
1743,979,-1.8873265,4.3952513,5,3
1744,978,-1.8856475,4.3963137,5,3
1745,977,-1.8839686,4.3973765,5,3
1746,976,-1.8822895,4.39844,5,3
1747,976,-1.882379,4.400437,5,3
1748,975,-1.8807001,4.4014997,5,3
1749,974,-1.8790212,4.402563,5,3
1750,973,-1.8773421,4.4036255,5,3
1751,972,-1.8756632,4.4046884,5,3
1752,971,-1.8739843,4.405751,5,3
1753,927,-1.796261,4.36665,5,1
1753,971,-1.8740739,4.4077487,5,3
1754,970,-1.8723947,4.4088116,5,3
1755,969,-1.8707157,4.4098744,5,3
1756,968,-1.8690368,4.4109373,5,3
1756,1952,-3.6092134,5.3300543,5,3
1757,967,-1.8673579,4.4120007,5,3
1758,966,-1.8656788,4.4130635,5,3
1758,967,-1.8674473,4.4139977,5,3
1759,966,-1.8657683,4.4150605,5,3
1760,965,-1.8640894,4.4161234,5,3
1761,964,-1.8624104,4.4171863,5,3
1761,1948,-3.602587,5.3363028,5,3
1762,926,-1.7952979,4.383689,5,1
1762,963,-1.8607314,4.418249,5,3
1763,962,-1.8590524,4.4193125,5,3
1763,963,-1.8608209,4.4202466,5,3
1764,962,-1.859142,4.4213095,5,3
1765,961,-1.857463,4.4223723,5,3
1766,960,-1.8557839,4.423435,5,3
1766,1438,-2.7011137,4.8699164,4,3
1767,959,-1.854105,4.424498,5,3
1767,960,-1.8558735,4.425432,5,3
1768,959,-1.8541945,4.426495,5,3
1768,1437,-2.6995242,4.8729763,5,3
1768,1441,-2.7065978,4.876713,4,5
1769,925,-1.794156,4.396734,5,1
1769,958,-1.8525156,4.427558,5,3
1769,1437,-2.6996138,4.8749733,5,3
1770,957,-1.8508365,4.4286213,5,3
1770,1437,-2.6997032,4.876971,5,3
1770,1444,-2.7120824,4.883509,4,5
1770,1911,-3.5379589,5.319716,5,1
1771,956,-1.8491576,4.429684,5,3
1772,956,-1.8492471,4.4316807,5,3
1772,1436,-2.6981137,4.8800306,5,3
1772,1447,-2.7175667,4.890305,4,5
1773,955,-1.8475682,4.432744,5,3
1774,449,-0.9528107,3.9621058,4,3
1774,954,-1.8458891,4.433807,5,3
1774,1435,-2.6965241,4.8830905,5,3
1774,1450,-2.7230513,4.8971014,4,5
1774,1938,-3.5860658,5.3529234,3,5
1775,449,-0.9529002,3.9641027,4,3
1775,450,-0.9546686,3.9650369,4,5
1775,451,-0.9564371,3.965971,4,5
1775,924,-1.7929244,4.407782,5,1
1775,953,-1.8442101,4.43487,5,3
1776,449,-0.9529897,3.9660997,4,5
1776,450,-0.9547581,3.9670339,4,5
1776,451,-0.95652664,3.967968,4,5
1776,452,-0.9582951,3.968902,4,5
1776,953,-1.8442997,4.4368668,5,3
1776,1434,-2.6949346,4.8861504,5,3
1776,1453,-2.7285354,4.903898,4,5
1776,1910,-3.5367274,5.330764,5,1
1777,449,-0.9530792,3.9680972,4,5
1777,450,-0.9548476,3.969031,4,5
1777,451,-0.95661616,3.9699652,4,5
1777,452,-0.95838463,3.9708993,4,5
1777,453,-0.9601531,3.9718332,4,5
1777,454,-0.9619216,3.9727674,4,5
1777,952,-1.8426207,4.43793,5,3
1778,450,-0.9549371,3.9710279,4,5
1778,451,-0.95670563,3.971962,4,5
1778,452,-0.9584741,3.972896,4,5
1778,453,-0.96024257,3.9738302,4,5
1778,454,-0.96201104,3.974764,4,5
1778,455,-0.9637795,3.9756982,4,5
1778,951,-1.8409415,4.438993,5,3
1778,1433,-2.693345,4.8892107,5,3
1778,1456,-2.73402,4.910694,4,5
1778,1935,-3.581118,5.3581095,3,5
1779,448,-0.9514897,3.9711568,5,3
1779,451,-0.9567951,3.973959,4,5
1779,452,-0.95856357,3.974893,4,5
1779,453,-0.96033204,3.9758272,4,5
1779,454,-0.9621005,3.976761,4,5
1779,455,-0.963869,3.9776952,4,5
1779,456,-0.96563745,3.9786294,4,5
1779,457,-0.9674059,3.9795632,4,5
1779,950,-1.8392627,4.440056,5,3
1779,1432,-2.6916664,4.8902736,5,3
1780,453,-0.96042156,3.9778242,4,5
1780,454,-0.96219003,3.978758,4,5
1780,455,-0.9639585,3.9796922,4,5
1780,456,-0.965727,3.9806263,4,5
1780,457,-0.96749544,3.9815602,4,5
1780,458,-0.9692639,3.9824944,4,5
1780,923,-1.7916036,4.416833,5,1
1780,950,-1.8393523,4.442053,5,3
1780,1432,-2.6917558,4.8922706,5,3
1780,1459,-2.7395043,4.91749,4,5
1781,454,-0.9622795,3.9807553,4,5
1781,455,-0.96404797,3.9816895,4,5
1781,456,-0.96581644,3.9826236,4,5
1781,457,-0.9675849,3.9835575,4,5
1781,458,-0.9693534,3.9844916,4,5
1781,459,-0.97112185,3.9854257,4,5
1781,460,-0.9728903,3.9863598,4,5
1781,949,-1.8376733,4.4431157,5,3
1781,1431,-2.6900766,4.8933334,5,3
1781,1933,-3.5778496,5.362232,3,5
1782,456,-0.96590596,3.9846206,4,5
1782,457,-0.96767443,3.9855545,4,5
1782,458,-0.9694429,3.9864886,4,5
1782,459,-0.9712114,3.9874227,4,5
1782,460,-0.97297984,3.9883568,4,5
1782,461,-0.9747483,3.9892907,4,5
1782,1457,-2.7361467,4.919616,1,5
1783,457,-0.9677639,3.9875512,4,5
1783,458,-0.9695324,3.9884853,4,5
1783,459,-0.97130084,3.9894195,4,5
1783,460,-0.9730693,3.9903536,4,5
1783,461,-0.9748378,3.9912875,4,5
1783,462,-0.97660625,3.9922216,4,5
1783,463,-0.9783747,3.9931557,4,5
1783,1430,-2.6884873,4.8963933,5,3
1783,1455,-2.732699,4.9197445,1,5
1784,459,-0.97139037,3.9914167,4,5
1784,460,-0.97315884,3.9923508,4,5
1784,461,-0.9749273,3.9932847,4,5
1784,462,-0.9766958,3.9942188,4,5
1784,463,-0.97846425,3.995153,4,5
1784,464,-0.9802327,3.996087,4,5
1784,1931,-3.5745811,5.3663554,3,5
1785,460,-0.9732483,3.9943478,4,5
1785,461,-0.9750168,3.9952817,4,5
1785,462,-0.97678524,3.9962158,4,5
1785,463,-0.9785537,3.99715,4,5
1785,464,-0.9803222,3.998084,4,5
1785,465,-0.9820907,3.999018,4,5
1785,466,-0.9838591,3.999952,4,5
1785,922,-1.7902825,4.4258842,5,1
1785,1429,-2.6868978,4.899453,5,3
1785,1450,-2.7240357,4.919069,1,5
1786,462,-0.97687477,3.9982128,4,5
1786,463,-0.97864324,3.999147,4,5
1786,464,-0.9804117,4.000081,4,5
1786,465,-0.98218024,4.001015,4,5
1786,466,-0.98394865,4.0019493,4,5
1786,467,-0.9857171,4.002883,4,5
1786,946,-1.8328153,4.450299,5,3
1786,1448,-2.720588,4.9191976,1,5
1786,1930,-3.5729918,5.3694153,3,5
1787,463,-0.9787327,4.001144,4,5
1787,464,-0.9805012,4.002078,4,5
1787,465,-0.98226976,4.003012,4,5
1787,466,-0.9840381,4.0039463,4,5
1787,467,-0.9858066,4.0048804,4,5
1787,468,-0.9875752,4.0058146,4,5
1787,469,-0.9893435,4.0067487,4,5
1787,1428,-2.6853082,4.9025135,5,3
1788,465,-0.98235923,4.005009,4,5
1788,466,-0.98412764,4.0059433,4,5
1788,467,-0.9858961,4.0068774,4,5
1788,468,-0.98766464,4.0078115,4,5
1788,469,-0.98943305,4.0087457,4,5
1788,470,-0.9912016,4.00968,4,5
1788,945,-1.8312258,4.4533587,5,3
1788,1443,-2.711925,4.9185214,1,5
1788,1929,-3.5714025,5.3724756,3,5
1789,466,-0.9842171,4.0079403,4,5
1789,467,-0.9859856,4.008874,4,5
1789,468,-0.9877541,4.009808,4,5
1789,469,-0.9895225,4.010742,4,5
1789,470,-0.99129105,4.0116763,4,1
1789,471,-0.9930595,4.0126104,4,1
1789,472,-0.9948279,4.0135446,4,1
1789,1427,-2.6837187,4.9055734,5,3
1789,1441,-2.7084773,4.91865,1,5
1790,468,-0.98784363,4.011805,4,1
1790,469,-0.98961204,4.012739,4,1
1790,470,-0.9913806,4.0136733,4,1
1790,471,-0.99314904,4.0146074,4,1
1790,472,-0.99491745,4.0155416,4,1
1790,473,-0.996686,4.0164757,4,1
1790,944,-1.8296362,4.4564185,5,3
1790,1928,-3.5698128,5.375535,3,5
1791,466,-0.9843961,4.0119343,5,1
1791,467,-0.98616457,4.0128684,5,1
1791,468,-0.9879331,4.0138025,5,1
1791,469,-0.9897015,4.0147367,4,1
1791,470,-0.99147004,4.015671,4,1
1791,471,-0.9932385,4.0166044,4,1
1791,472,-0.9950069,4.0175385,4,1
1791,473,-0.99677545,4.0184727,4,1
1791,474,-0.99854386,4.019407,4,1
1791,475,-1.0003124,4.020341,4,1
1791,1426,-2.6821294,4.908633,5,3
1791,1436,-2.699814,4.917974,1,5
1791,1907,-3.5327644,5.357917,1,5
1792,463,-0.9791802,4.011129,5,1
1792,464,-0.9809487,4.012063,5,1
1792,465,-0.9827172,4.012997,5,1
1792,466,-0.9844856,4.0139313,5,1
1792,467,-0.9862541,4.0148654,5,1
1792,468,-0.9880226,4.0157995,5,1
1792,469,-0.98979104,4.0167336,5,1
1792,470,-0.99155957,4.017668,5,1
1792,471,-0.99332803,4.0186014,4,1
1792,472,-0.99509645,4.0195355,4,1
1792,473,-0.996865,4.0204697,4,1
1792,474,-0.9986334,4.021404,4,1
1792,475,-1.0004019,4.022338,4,1
1792,476,-1.0021703,4.023272,4,1
1792,943,-1.8280469,4.459479,5,3
1792,1434,-2.6963665,4.918103,1,5
1792,1927,-3.5682232,5.3785954,3,5
1793,461,-0.9757328,4.011258,5,1
1793,462,-0.9775013,4.0121922,5,1
1793,463,-0.97926974,4.013126,5,1
1793,464,-0.9810382,4.01406,5,1
1793,465,-0.9828067,4.014994,5,1
1793,466,-0.98457515,4.0159283,5,1
1793,467,-0.9863436,4.0168624,5,1
1793,468,-0.9881121,4.0177965,5,1
1793,469,-0.98988056,4.0187306,5,1
1793,470,-0.99164903,4.019665,5,1
1793,471,-0.9934175,4.0205984,5,1
1793,472,-0.995186,4.0215325,4,1
1793,473,-0.99695444,4.0224667,4,1
1793,474,-0.9987229,4.023401,4,1
1793,475,-1.0004914,4.024335,4,1
1793,476,-1.0022599,4.025269,4,1
1793,477,-1.0040283,4.026203,4,1
1793,478,-1.0057968,4.027137,4,1
1793,1425,-2.6805398,4.9116936,5,3
1794,459,-0.97228533,4.011387,5,1
1794,460,-0.9740538,4.012321,5,1
1794,461,-0.97582227,4.013255,5,1
1794,462,-0.97759074,4.0141892,5,1
1794,463,-0.9793592,4.015123,5,1
1794,464,-0.9811277,4.016057,5,1
1794,465,-0.9828962,4.016991,5,1
1794,466,-0.9846646,4.0179253,5,1
1794,467,-0.9864331,4.0188594,5,1
1794,468,-0.9882016,4.0197935,5,1
1794,469,-0.98997,4.0207276,5,1
1794,470,-0.99173856,4.0216618,5,1
1794,475,-1.0005809,4.026332,4,1
1794,476,-1.0023494,4.027266,4,1
1794,477,-1.0041178,4.0282,4,1
1794,478,-1.0058863,4.029134,4,1
1794,479,-1.0076548,4.030068,4,1
1794,920,-1.7875509,4.4419894,5,1
1794,942,-1.8264574,4.4625387,5,3
1794,1429,-2.6877031,4.9174266,1,5
1794,1926,-3.5666337,5.381655,3,5
1795,456,-0.9670694,4.0105815,5,1
1795,457,-0.96883786,4.0115156,5,1
1795,458,-0.9706063,4.0124497,5,1
1795,459,-0.9723748,4.013384,5,1
1795,460,-0.97414327,4.014318,5,1
1795,461,-0.97591174,4.015252,5,1
1795,462,-0.9776802,4.016186,5,1
1795,463,-0.9794487,4.01712,5,1
1795,464,-0.98121715,4.018054,5,1
1795,465,-0.9829857,4.018988,5,1
1795,466,-0.9847541,4.0199223,5,1
1795,467,-0.98652256,4.0208564,5,1
1795,468,-0.9882911,4.0217905,5,1
1795,477,-1.0042074,4.030197,4,1
1795,478,-1.0059758,4.031131,4,1
1795,479,-1.0077443,4.032065,4,1
1795,480,-1.0095128,4.032999,4,1
1795,481,-1.0112813,4.033933,4,1
1795,1424,-2.6789505,4.9147534,5,3
1795,1427,-2.6842558,4.9175553,1,5
1795,1906,-3.531354,5.364971,1,5
1796,454,-0.963622,4.0107107,5,1
1796,455,-0.96539044,4.0116444,5,1
1796,456,-0.9671589,4.0125785,5,1
1796,457,-0.9689274,4.0135126,5,1
1796,458,-0.97069585,4.0144467,5,1
1796,459,-0.9724643,4.015381,5,1
1796,460,-0.9742328,4.016315,5,1
1796,461,-0.97600126,4.017249,5,1
1796,462,-0.97776973,4.018183,5,1
1796,463,-0.9795382,4.019117,5,1
1796,464,-0.9813067,4.020051,5,1
1796,465,-0.9830752,4.020985,5,1
1796,466,-0.9848436,4.0219193,5,1
1796,481,-1.0113707,4.03593,4,1
1796,482,-1.0131391,4.0368643,4,1
1796,941,-1.8248678,4.4655986,5,3
1796,1425,-2.6808083,4.9176846,5,1
1796,1925,-3.5650444,5.384715,3,5
1797,452,-0.9601745,4.0108395,5,1
1797,453,-0.961943,4.0117736,5,1
1797,454,-0.96371144,4.0127077,5,1
1797,455,-0.9654799,4.0136414,5,1
1797,456,-0.9672484,4.0145755,5,1
1797,457,-0.96901685,4.0155096,5,1
1797,458,-0.9707853,4.0164437,5,1
1797,459,-0.9725538,4.017378,5,1
1797,460,-0.97432226,4.018312,5,1
1797,461,-0.9760907,4.019246,5,1
1797,462,-0.9778592,4.02018,5,1
1797,463,-0.97962767,4.021114,5,1
1797,1423,-2.6773608,4.9178133,5,3
1797,1424,-2.6791294,4.9187474,5,1
1798,449,-0.9549586,4.0100346,5,1
1798,450,-0.956727,4.0109687,5,1
1798,451,-0.95849556,4.011903,5,1
1798,452,-0.960264,4.0128365,5,1
1798,453,-0.9620325,4.0137706,5,1
1798,454,-0.96380097,4.0147047,5,1
1798,455,-0.96556944,4.015639,5,1
1798,456,-0.9673379,4.016573,5,1
1798,457,-0.9691064,4.017507,5,1
1798,458,-0.97087485,4.018441,5,1
1798,459,-0.9726433,4.019375,5,1
1798,460,-0.9744118,4.020309,5,1
1798,461,-0.97618026,4.021243,5,1
1798,940,-1.8232784,4.468659,5,3
1798,1924,-3.563455,5.3877754,3,5
1799,447,-0.95151114,4.0101633,5,1
1799,448,-0.9532796,4.0110974,5,1
1799,449,-0.9550481,4.0120316,5,1
1799,450,-0.95681655,4.0129657,5,1
1799,451,-0.958585,4.0139,5,1
1799,452,-0.9603535,4.0148335,5,1
1799,453,-0.96212196,4.0157676,5,1
1799,454,-0.96389043,4.0167017,5,1
1799,455,-0.9656589,4.017636,5,1
1799,456,-0.9674274,4.01857,5,1
1799,457,-0.96919584,4.019504,5,1
1799,458,-0.9709643,4.020438,5,1
1799,459,-0.9727328,4.021372,5,1
1799,1422,-2.6757712,4.920873,5,3
1799,1905,-3.5299435,5.372025,1,5
1800,445,-0.9480637,4.010292,5,1
1800,446,-0.9498322,4.011226,5,1
1800,447,-0.9516007,4.0121603,5,1
1800,448,-0.95336914,4.013094,5,1
1800,449,-0.9551376,4.014028,5,1
1800,450,-0.956906,4.014962,5,1
1800,451,-0.95867455,4.0158963,5,1
1800,452,-0.960443,4.0168304,5,1
1800,453,-0.9622115,4.0177646,5,1
1800,454,-0.96397996,4.0186987,5,1
1800,455,-0.9657484,4.0196323,5,1
1800,456,-0.9675169,4.0205665,5,1
1800,1421,-2.6740923,4.921936,5,3
1800,1422,-2.6758606,4.92287,5,1
1800,1923,-3.5618653,5.390835,3,5
1801,442,-0.9428477,4.009487,5,1
1801,443,-0.9446162,4.0104213,5,1
1801,444,-0.9463847,4.011355,5,1
1801,445,-0.94815314,4.012289,5,1
1801,446,-0.94992167,4.013223,5,1
1801,447,-0.95169014,4.0141573,5,1
1801,448,-0.9534586,4.0150914,5,1
1801,449,-0.9552271,4.0160255,5,1
1801,450,-0.9569955,4.0169597,5,1
1801,451,-0.958764,4.017894,5,1
1801,452,-0.9605325,4.0188274,5,1
1801,453,-0.96230096,4.0197616,5,1
1801,454,-0.9640694,4.0206957,5,1
1801,1421,-2.674182,4.923933,5,3
1801,1922,-3.5601866,5.391898,3,5
1802,440,-0.9394003,4.009616,5,1
1802,441,-0.94116884,4.01055,5,1
